"V1","text"
"concerned at Dudley’s peculiar behavior. Indeed, from the tone of","book 2"
"his voice when he next spoke, Harry was quite sure that Mr.","book 2"
"Weasley thought Dudley was quite as mad as the Dursleys thought","book 2"
"he was, except that Mr. Weasley felt sympathy rather than fear.","book 2"
"“Having a good holiday, Dudley?” he said kindly.","book 2"
"Dudley whimpered. Harry saw his hands tighten still harder","book 2"
"over his massive backside.","book 2"
"Fred and George came back into the room carrying Harry’s","book 2"
"school trunk. They glanced around as they entered and spotted","book 2"
"Dudley. Their faces cracked into identical evil grins.","book 2"
"“Ah, right,” said Mr. Weasley. “Better get cracking then.”","book 2"
"He pushed up the sleeves of his robes and took out his wand.","book 2"
"Harry saw the Dursleys draw back against the wall as one.","book 2"
"“Incendio!” said Mr. Weasley, pointing his wand at the hole in","book 2"
"the wall behind him.","book 2"
"Flames rose at once in the fireplace, crackling merrily as though","book 2"
"they had been burning for hours. Mr. Weasley took a small drawstring","book 2"
"bag from his pocket, untied it, took a pinch of the powder","book 2"
"inside, and threw it onto the flames, which turned emerald green","book 2"
"and roared higher than ever.","book 2"
"“Off you go then, Fred,” said Mr. Weasley.","book 2"
"“Coming,” said Fred. “Oh no — hang on —”","book 2"
"A bag of sweets had spilled out of Fred’s pocket and the contents","book 2"
"were now rolling in every direction — big, fat toffees in brightly","book 2"
"colored wrappers.","book 2"
"Fred scrambled around, cramming them back into his pocket,","book 2"
"then gave the Dursleys a cheery wave, stepped forward, and walked","book 2"
"right into the fire, saying “the Burrow!” Aunt Petunia gave a little","book 2"
"shuddering gasp. There was a whooshing sound, and Fred","book 2"
"vanished.","book 2"
"“Right then, George,” said Mr. Weasley, “you and the trunk.”","book 2"
"Harry helped George carry the trunk forward into the flames","book 2"
"and turn it onto its end so that he could hold it better. Then, with","book 2"
"a second whoosh, George had cried “the Burrow!” and vanished","book 2"
"too.","book 2"
"“Ron, you next,” said Mr. Weasley.","book 2"
"“See you,” said Ron brightly to the Dursleys. He grinned","book 2"
"broadly at Harry, then stepped into the fire, shouted “the Burrow!”","book 2"
"and disappeared.","book 2"
"Now Harry and Mr. Weasley alone remained.","book 2"
"“Well . . . ’bye then,” Harry said to the Dursleys.","book 2"
"They didn’t say anything at all. Harry moved toward the fire, but","book 2"
"just as he reached the edge of the hearth, Mr. Weasley put out a","book 2"
"hand and held him back. He was looking at the Dursleys in","book 2"
"amazement.","book 2"
"“Harry said good-bye to you,” he said. “Didn’t you hear him?”","book 2"
"“It doesn’t matter,” Harry muttered to Mr. Weasley. “Honestly, I","book 2"
"don’t care.”","book 2"
"Mr. Weasley did not remove his hand from Harry’s shoulder.","book 2"
"“You aren’t going to see your nephew till next summer,” he said","book 2"
"to Uncle Vernon in mild indignation. “Surely you’re going to say","book 2"
"good-bye?”","book 2"
"Uncle Vernon’s face worked furiously. The idea of being taught","book 2"
"consideration by a man who had just blasted away half his living","book 2"
"room wall seemed to be causing him intense suffering. But Mr.","book 2"
"Weasley’s wand was still in his hand, and Uncle Vernon’s tiny eyes","book 2"
"darted to it once, before he said, very resentfully, “Good-bye, then.”","book 2"
"“See you,” said Harry, putting one foot forward into the green","book 2"
"flames, which felt pleasantly like warm breath. At that moment,","book 2"
"however, a horrible gagging sound erupted behind him, and Aunt","book 2"
"Petunia started to scream.","book 2"
"Harry wheeled around. Dudley was no longer standing behind","book 2"
"his parents. He was kneeling beside the coffee table, and he was","book 2"
"gagging and sputtering on a foot-long, purple, slimy thing that was","book 2"
"protruding from his mouth. One bewildered second later, Harry","book 2"
"realized that the foot-long thing was Dudley’s tongue — and that a","book 2"
"brightly colored toffee wrapper lay on the floor before him.","book 2"
"Aunt Petunia hurled herself onto the ground beside Dudley,","book 2"
"seized the end of his swollen tongue, and attempted to wrench it","book 2"
"out of his mouth; unsurprisingly, Dudley yelled and sputtered","book 2"
"worse than ever, trying to fight her off. Uncle Vernon was bellowing","book 2"
"and waving his arms around, and Mr. Weasley had to shout to","book 2"
"make himself heard.","book 2"
"“Not to worry, I can sort him out!” he yelled, advancing on","book 2"
"Dudley with his wand outstretched, but Aunt Petunia screamed","book 2"
"worse than ever and threw herself on top of Dudley, shielding him","book 2"
"from Mr. Weasley.","book 2"
"“No, really!” said Mr. Weasley desperately. “It’s a simple process —","book 2"
"it was the toffee — my son Fred — real practical joker — but it’s","book 2"
"only an Engorgement Charm — at least, I think it is — please, I can","book 2"
"correct it —”","book 2"
"But far from being reassured, the Dursleys became more panicstricken;","book 2"
"Aunt Petunia was sobbing hysterically, tugging Dudley’s","book 2"
"tongue as though determined to rip it out; Dudley appeared to be","book 2"
"suffocating under the combined pressure of his mother and his","book 2"
"tongue; and Uncle Vernon, who had lost control completely, seized","book 2"
"a china figure from on top of the sideboard and threw it very hard","book 2"
"at Mr. Weasley, who ducked, causing the ornament to shatter in","book 2"
"the blasted fireplace.","book 2"
"“Now really!” said Mr. Weasley angrily, brandishing his wand.","book 2"
"“I’m trying to help!”","book 2"
"The Dark Lord","book 3"
"Ascending","book 3"
"The two men appeared out of nowhere, a few yards apart","book 3"
"in the narrow, moonlit lane. For a second they stood","book 3"
"quite still, wands directed at each other’s chests; then,","book 3"
"recognizing each other, they stowed their wands beneath","book 3"
"their cloaks and started walking briskly in the same direction.","book 3"
"“News?” asked the taller of the two.","book 3"
"“The best,” replied Severus Snape.","book 3"
"The lane was bordered on the left by wild, low-growing brambles,","book 3"
"on the right by a high, nearty manicured hedge. The men’s","book 3"
"long cloaks flapped around their ankles as they marched.","book 3"
"“Thought I might be late,” said Yaxley, his blunt features sliding","book 3"
"in and out of sight as the branches of overhanging tress broke","book 3"
"the moonlight. “It was a little trickier than I expected. But I hope","book 3"
"he will be satisfied. You should confident that your reception will","book 3"
"be good?”","book 3"
"Snape nodded, but did not elaborate. They turned right, into","book 3"
"a wide driveway that led off the lane. The high hedge curved with","book 3"
"them, running off into the distance beyond the pair of impressive","book 3"
"wrought-iron gates barring the men’s way. Neither of them broke","book 3"
"step: In silence both raised their left arms in a kind of salute and","book 3"
"passed straight through, as though the dark metal were smoke.","book 3"
"The yew hedges muffled the sound of the men’s footsteps. There","book 3"
"was a rustle somewhere to their right; Yaxley drew his wand again,","book 3"
"pointing it over his companion’s head, but the source of the noise","book 3"
"proved to be nothing more than a pure-white peacock, strutting","book 3"
"majestically along the top of the hedge.","book 3"
"“He always did himself well, Lucius. Peacocks . . . ” Yaxley","book 3"
"thrust his wand back under his cloak with a snort.","book 3"
"A handsome manor house grew out of the darkness at the end","book 3"
"of the straight drive, lights glinting in the diamond-paned downstairs","book 3"
"windows. Somewhere in the dark garden beyond the hedge a","book 3"
"fountain was playing. Gravel crackled beneath their feet as Snape","book 3"
"and Yaxley sped toward the front door, which swung inward at","book 3"
"their approach, though nobody had visibly opened it.","book 3"
"The hallway was large, dimly light, and sumptuously decorated,","book 3"
"with a magnificent carpet covering most of the stone floor. The eyes","book 3"
"of the pale-faced portraits on the walls followed Snape and Yaxley","book 3"
"as they strode past. The two men halted at a heavy wooden door","book 3"
"leading into the next room, hesitated for the space of a heartbeat,","book 3"
"then Snape turned the bronze handle.","book 3"
"The drawing room was full of silent people, sitting at a long and","book 3"
"ornate table. The room’s usual furniture had been pushed carelessly","book 3"
"up against the walls. Illumination came from a roaring fire","book 3"
"beneath a handsome marble mantelpiece surmounted by a gilded","book 3"
"mirror. Snape and Yaxley lingered for a moment on the threshold.","book 3"
"As their eyes grew accustomed to the lack of light, they were","book 3"
"drawn upward to the strangest feature of the scene; an apparently","book 3"
"unconscious human figure hanging upside down over the table, revolving","book 3"
"slowly as if suspended by an invisible rope, and reflected","book 3"
"in the mirror and in the bare, polished surface of the table below.","book 3"
"He seemed unable to prevent himself from glancing upward every","book 3"
"minute or so.","book 3"
